invoice_id,supplier_id,department_id,invoice_date,invoice_amount,currency,payment_terms,invoice_type,submission_hour,image_path,supplier_country,supplier_age_days,supplier_risk_score,blacklisted_flag,avg_invoice_amount,is_fraud,fraud_type,fraud_tags,explanations,supplier_invoice_count_30d,supplier_avg_amount_90d,invoice_amount_zscore,duplicate_invoice_flag,split_invoice_flag,late_night_submission_flag,region,annual_budget,ocr_total_extracted,image_tamper_flag
INV_0131353,dcc5d975-50fe-4199-a4aa-5685752366ce,DPT_045,2023-05-27,1885.32,ZAR,NET30,SERVICES,22,,GE,3363,0.399,0,4596.58,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",12.0,6170.454324324324,-0.6444967981620707,0,1,0,Florida,46021400.39881262,,
INV_0129899,ef3a6f27-ef06-4ccb-8f7c-1d59594b2a3a,DPT_042,2023-05-04,17574.53,ZAR,NET60,SERVICES,9,,PK,3586,0.149,0,12449.11,0,NONE,,"{""reason"": ""NONE""}",10.0,14262.029024390242,1.135914108863212,0,0,0,Wyoming,296058218.29171246,,
INV_0249620,6667d3bb-e3b5-4360-afdc-0bad5e368127,DPT_034,2023-11-20,1729.49,ZAR,NET30,GOODS,13,,IQ,120,0.308,0,1891.95,1,NONE,,"{""reason"": ""NONE""}",13.0,1974.1848648648647,-0.6621803801679047,0,0,0,Tennessee,279931198.2698545,,
INV_0279636,d26404b9-23f4-4a55-be0f-60b22a061609,DPT_023,2023-08-01,368.19,ZAR,NET60,SERVICES,11,,TH,4939,0.24,0,1003.01,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",9.0,1624.329,-0.8166606483097371,0,1,0,Arkansas,471719619.69151163,,
INV_0125745,61ee6c5b-deef-480f-9c07-a75114374509,DPT_015,2023-03-09,1302.52,ZAR,NET30,GOODS,8,,AD,748,0.081,0,1471.65,0,NONE,,"{""reason"": ""NONE""}",9.0,1568.9486363636365,-0.7106329182480621,0,0,0,Pennsylvania,7018473.868064399,,
INV_0093968,913e4de2-e0c5-4cb8-bda9-c2a90ed42f1a,DPT_037,2023-06-24,1492.23,ZAR,NET60,SERVICES,20,,YE,197,0.39,0,897.65,0,NONE,,"{""reason"": ""NONE""}",18.0,1254.0398,-0.6891046352324247,0,0,0,Michigan,254753115.830808,,
INV_0176749,c4bbb7a9-d988-48dd-9c7c-737779a28903,DPT_029,2023-11-25,3969.93,ZAR,NET60,GOODS,4,,DZ,476,0.285,0,3166.72,0,NONE,,"{""reason"": ""NONE""}",16.0,3658.7725,-0.4079353408997883,0,0,1,Hawaii,174212213.28368965,,
INV_0272204,7a36e788-f71f-49a6-add4-9c966744cb9e,DPT_013,2023-06-24,1652.31,ZAR,NET30,SERVICES,14,,AT,616,0.359,0,3551.22,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",18.0,4607.421960784314,-0.6709387634009808,0,1,0,Missouri,142874477.40079096,,
INV_0176785,702c1821-c804-4fb7-ad97-3b679b89e5cb,DPT_021,2023-08-09,2015.9,ZAR,NET30,SERVICES,1,,DJ,1145,0.046,0,4545.76,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",7.0,5106.971071428571,-0.6296785851201545,0,1,1,North Dakota,472837706.6746403,,
INV_0006768,a55f65b7-e709-4ba6-b29f-c41710813d45,DPT_023,2023-12-22,5360.94,ZAR,NET30,SERVICES,13,data/v1/20251214_172643/images/INV_0006768.png,TZ,65,0.162,0,3478.9,0,NONE,,"{""reason"": ""NONE""}",12.0,4821.777,-0.25008358317704515,0,0,0,Arkansas,471719619.69151163,22723.27,1.0
INV_0032363,227d4660-293f-4266-97a4-18b892d00319,DPT_019,2023-06-04,42133.7,ZAR,NET60,SERVICES,4,,BY,1246,0.442,1,36591.59,1,INFLATED,INFLATED;GHOST_SUPPLIER,"{""rules"": [""INFLATED"", ""GHOST_SUPPLIER""]}",18.0,42627.86756756756,3.9228877127277864,0,0,1,Connecticut,269888487.263314,,
INV_0042424,af2b99b4-d9ac-4158-8d34-85c5c5c14eb4,DPT_005,2023-10-19,852.18,ZAR,NET90,SERVICES,9,,IN,4125,0.508,0,2119.49,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",18.0,2494.97075,-0.761737482969279,0,1,0,Arkansas,116229088.95079409,,
INV_0110676,4ee4334e-ce92-4136-ac3a-812f765e6cb5,DPT_048,2023-01-30,11792.66,ZAR,NET60,SERVICES,18,,IN,2236,0.488,0,7119.65,0,NONE,,"{""reason"": ""NONE""}",9.0,7370.245555555554,0.47978773851044915,0,0,0,Nevada,147954148.85425425,,
INV_0291372,92170475-3d95-4e3f-9a52-26e69d642932,DPT_028,2023-02-22,535.19,ZAR,NET30,GOODS,5,,CG,3543,0.374,0,3313.19,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",11.0,3373.7675000000004,-0.7977094951622413,0,1,1,Nevada,67438047.15168649,,
INV_0111222,d2586d90-16b6-4f61-b68c-62e6e2a45909,DPT_006,2023-01-01,5134.53,ZAR,NET60,SERVICES,12,,DZ,1890,0.475,0,2905.01,0,NONE,,"{""reason"": ""NONE""}",1.0,5134.53,-0.2757765806867728,0,0,0,Texas,377137174.5502147,,
INV_0025701,6fff15cc-b2dc-4c34-8f67-448e10eceb1f,DPT_015,2023-08-27,3523.89,ZAR,NET30,GOODS,19,,TH,3880,0.1,1,4178.81,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",16.0,5322.315744680851,-0.45855194179744707,0,0,0,Pennsylvania,7018473.868064399,,
INV_0264280,e901a768-ebd1-4b0c-87f4-f4f982221ad3,DPT_029,2023-11-06,3731.11,ZAR,NET30,SERVICES,9,data/v1/20251214_172643/images/INV_0264280.png,SO,1973,0.194,0,9601.29,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",14.0,12722.74953488372,-0.43503662470029686,0,1,0,Hawaii,174212213.28368965,5021.67,0.0
INV_0282233,c47a3b7e-d209-483b-9528-4c0acb6bf562,DPT_013,2023-06-02,2653.58,ZAR,NET60,GOODS,20,data/v1/20251214_172643/images/INV_0282233.png,MU,2737,0.261,0,3941.03,0,NONE,,"{""reason"": ""NONE""}",15.0,5758.7585,-0.5573146848860522,0,0,0,Missouri,142874477.40079096,9336.8,0.0
INV_0056722,5275eb94-14ae-4f5c-a636-58c912d0498d,DPT_011,2023-02-18,5772.86,ZAR,NET30,GOODS,17,,BW,47,0.359,0,4066.72,0,NONE,,"{""reason"": ""NONE""}",14.0,5161.286666666667,-0.2033389184793418,0,0,0,Michigan,446491326.2456061,,
INV_0135314,2cf149cb-4f1e-4a37-8ac8-ad937e02921d,DPT_014,2023-12-08,304.85,ZAR,NET30,SERVICES,13,,TR,59,0.125,1,323.29,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",12.0,316.2948837209302,-0.8238484689107093,0,0,0,Texas,213889789.54939508,,
INV_0035139,eba900e1-6a7d-4d96-8ba1-72331ac3bf31,DPT_021,2023-10-24,7818.57,ZAR,NET60,SERVICES,1,,SZ,4889,0.049,0,4346.06,0,NONE,,"{""reason"": ""NONE""}",12.0,4998.633488372093,0.02880816837912281,0,0,1,North Dakota,472837706.6746403,,
INV_0234718,95da75c1-a211-40f9-9fd3-4579466772ce,DPT_032,2023-03-06,14530.36,ZAR,NET30,GOODS,22,,LY,3828,0.728,0,7232.64,0,NONE,,"{""reason"": ""NONE""}",15.0,8972.549655172414,0.7904618221745162,0,0,0,Arkansas,30056782.33772621,,
INV_0050054,d0c59550-f69a-4539-98f4-2098591cc524,DPT_018,2023-10-23,2950.65,ZAR,NET60,GOODS,3,,KE,2735,0.088,0,2325.65,0,NONE,,"{""reason"": ""NONE""}",27.0,2694.759782608696,-0.5236031934757133,0,0,1,California,419911365.2428973,,
INV_0023972,55fa1ab8-458f-4f19-bc07-c57449257af1,DPT_000,2023-08-22,7516.69,ZAR,NET30,SERVICES,22,,AE,3002,0.667,0,5877.71,0,NONE,,"{""reason"": ""NONE""}",11.0,7146.359354838709,-0.005449161633847413,0,0,0,Rhode Island,327888135.03695077,,
INV_0233260,fc3e058b-e0f3-4ab0-9cec-4eb5edd96831,DPT_022,2023-10-18,5007.02,ZAR,NET30,GOODS,20,data/v1/20251214_172643/images/INV_0233260.png,SV,841,0.244,0,5590.25,0,NONE,,"{""reason"": ""NONE""}",19.0,5926.833695652174,-0.2902464102546601,0,0,0,New York,298621222.7947611,11388.53,0.0
INV_0007747,952a5345-9682-49ff-910c-4cb725f06b0a,DPT_014,2023-03-24,8306.96,ZAR,NET30,GOODS,17,,GT,2209,0.253,0,6492.32,0,NONE,,"{""reason"": ""NONE""}",13.0,7415.190277777777,0.0842306455390357,0,0,0,Texas,213889789.54939508,,
INV_0218153,1bf90e27-dc96-425e-8cf3-a17156dc8907,DPT_026,2023-09-18,6352.62,ZAR,NET60,GOODS,8,,SC,3887,0.628,1,2999.31,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",16.0,3661.0344736842103,-0.13754777746861033,0,0,0,New York,63687498.0357117,,
INV_0142979,3979d5f5-6b5b-4975-a7dc-2bc0bd9c4693,DPT_042,2023-08-29,3959.94,ZAR,NET30,GOODS,20,,TV,2230,0.076,0,2467.71,0,NONE,,"{""reason"": ""NONE""}",15.0,2634.0420833333333,-0.409069005689869,0,0,0,Wyoming,296058218.29171246,,
INV_0152701,d631c383-3030-44d0-b2c8-47439027e770,DPT_023,2023-09-27,24425.03,ZAR,NET30,GOODS,7,,CF,1967,0.599,0,11783.83,0,NONE,,"{""reason"": ""NONE""}",13.0,16064.586097560976,1.9133085677669237,0,0,0,Arkansas,471719619.69151163,,
INV_0226739,83599af6-5d01-455f-a7fd-64c4a334058a,DPT_004,2023-09-22,816.08,ZAR,NET30,GOODS,11,data/v1/20251214_172643/images/INV_0226739.png,UA,3001,0.423,0,2840.12,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",11.0,3650.0394736842104,-0.7658341094879892,0,1,0,Louisiana,295635808.5560889,3630.16,0.0
INV_0070956,1bffa279-15c1-404f-aa16-3354a35fc9c1,DPT_024,2023-12-06,2620.64,ZAR,NET30,GOODS,9,,GB,3550,0.414,0,4307.78,0,NONE,,"{""reason"": ""NONE""}",14.0,4621.5597674418605,-0.5610527147344264,0,0,0,Rhode Island,498951463.41568965,,
INV_0108736,88802d4d-89b8-47ee-85f8-33cff4ce8477,DPT_026,2023-10-18,8533.04,ZAR,NET30,GOODS,1,,KG,2973,0.3,0,3857.42,0,NONE,,"{""reason"": ""NONE""}",15.0,3984.363863636364,0.10988619466230444,0,0,1,New York,63687498.0357117,,
INV_0216823,9970cf60-ebff-4d15-b0cb-d7556232b17a,DPT_013,2023-03-16,7219.6,ZAR,NET30,GOODS,20,,SO,1753,0.511,0,4574.47,0,NONE,,"{""reason"": ""NONE""}",9.0,6501.528076923078,-0.03916292264336541,0,0,0,Missouri,142874477.40079096,,
INV_0193438,ac8cdcaf-2b63-4b18-9d7d-17563b4ec9f5,DPT_003,2023-10-01,12156.73,ZAR,NET90,GOODS,8,,UG,4276,0.408,0,14355.71,0,NONE,,"{""reason"": ""NONE""}",14.0,18218.384444444444,0.5211023871715796,0,0,0,New York,420410228.3429599,,
INV_0112705,48f4ef12-5e99-43d2-be89-6c64e117dac3,DPT_023,2023-02-02,3454.15,ZAR,NET30,GOODS,19,,SO,3649,0.282,0,6199.96,0,NONE,,"{""reason"": ""NONE""}",17.0,7480.424000000001,-0.4664660341358084,0,0,0,Arkansas,471719619.69151163,,
INV_0279666,7c966b55-2f8d-4ded-ac4c-450b623ad0fc,DPT_041,2023-10-23,4138.84,ZAR,NET30,GOODS,10,,MT,67,0.169,1,5511.27,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",13.0,6662.525609756097,-0.3887674410306654,0,0,0,Connecticut,51190351.867643066,,
INV_0000509,9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,DPT_014,2023-01-29,1383.06,ZAR,NET60,GOODS,0,,AR,4879,0.272,0,2128.96,0,NONE,,"{""reason"": ""NONE""}",8.0,2263.075,-0.7014932423528565,0,0,1,Texas,213889789.54939508,,
INV_0115334,507b9072-65e5-4f34-9df0-6e8c878aaed9,DPT_049,2023-06-28,741.37,ZAR,NET90,GOODS,4,,YE,1762,0.206,0,3144.51,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",12.0,3101.1494117647057,-0.7743121972224168,0,1,1,North Dakota,45958704.060773954,,
INV_0045011,620e99d3-3b33-43d8-a69c-d696236c7b87,DPT_007,2023-02-18,16589.7,ZAR,NET30,GOODS,15,,ID,422,0.083,0,10309.83,0,NONE,,"{""reason"": ""NONE""}",15.0,14686.715714285716,1.0241556408737018,0,0,0,New York,135527637.75179547,,
INV_0132867,3c9abe10-238d-4f44-8ac4-d0eb3373730e,DPT_002,2023-11-02,6384.03,ZAR,NET30,SERVICES,21,,DO,1006,0.15,0,12046.64,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",19.0,14637.629777777776,-0.13398337195745558,0,1,0,Nevada,14914645.502737343,,
INV_0238763,39bd8bd6-d479-4c36-b16c-a1f2dec00f3a,DPT_031,2023-12-25,3545.59,ZAR,NET30,SERVICES,3,data/v1/20251214_172643/images/INV_0238763.png,CH,1262,0.576,0,3074.53,0,NONE,,"{""reason"": ""NONE""}",13.0,4662.811875,-0.45608942668786223,0,0,1,Arkansas,277767319.84191287,5664.39,0.0
INV_0246245,9dde0188-9803-422e-beec-e88da002352a,DPT_010,2023-05-27,3865.41,ZAR,NET30,GOODS,20,,DK,56,0.098,0,8638.76,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",9.0,10737.481176470588,-0.41979626621102334,0,1,0,Arizona,477880716.71451265,,
INV_0191283,13335bc9-bb63-4ff5-a931-0971601e0211,DPT_027,2023-09-21,6035.79,ZAR,NET30,SERVICES,6,,DZ,152,0.2,0,6995.08,0,NONE,,"{""reason"": ""NONE""}",9.0,7693.551081081081,-0.17350163286813777,0,0,0,Maine,381793424.7985393,,
INV_0248901,d2769c96-6526-4474-a1a4-51ff700b8b43,DPT_022,2023-07-16,2882.59,ZAR,NET60,GOODS,13,,HU,285,0.263,0,3171.93,0,NONE,,"{""reason"": ""NONE""}",10.0,4145.285714285714,-0.5313266394830102,0,0,0,New York,298621222.7947611,,
INV_0154902,3b6dca0d-6fe5-440b-9901-ef870dbf0caf,DPT_036,2023-01-09,4397.66,ZAR,NET60,GOODS,7,,MR,63,0.023,0,3889.05,0,NONE,,"{""reason"": ""NONE""}",6.0,7126.448333333334,-0.359396558050816,0,0,0,New Hampshire,174005417.58110693,,
INV_0100035,3fc825ac-869b-400f-8c15-2a1be2789642,DPT_028,2023-04-09,6292.72,ZAR,NET60,SERVICES,1,,KZ,4291,0.33,0,5217.05,0,NONE,,"{""reason"": ""NONE""}",14.0,5617.216153846154,-0.14434522701073602,0,0,1,Nevada,67438047.15168649,,
INV_0003906,ead08c89-13fe-4a29-9c9d-eee0b42a0456,DPT_046,2023-09-22,6850.07,ZAR,NET30,GOODS,0,data/v1/20251214_172643/images/INV_0003906.png,ST,4712,0.394,0,11542.49,0,NONE,,"{""reason"": ""NONE""}",22.0,13745.501555555555,-0.081097171880456,0,0,1,Mississippi,271866289.7393795,20963.61,0.0
INV_0124094,adb610f4-c65d-486e-b00f-63efe59fc1c2,DPT_036,2023-10-20,7369.28,ZAR,NET60,SERVICES,5,data/v1/20251214_172643/images/INV_0124094.png,BT,4081,0.307,0,6109.17,0,NONE,,"{""reason"": ""NONE""}",12.0,6314.697272727272,-0.02217724238517885,0,0,1,New Hampshire,174005417.58110693,18587.25,0.0
INV_0181542,7428a656-b3ee-4d3b-9a10-412954aebd1b,DPT_044,2023-06-17,9301.85,ZAR,NET30,SERVICES,0,,SV,484,0.083,0,5568.13,0,NONE,,"{""reason"": ""NONE""}",15.0,6700.36275,0.19713072191575484,0,0,1,Tennessee,292357118.7866788,,
INV_0078346,38283a05-2baa-43c9-bb4e-9ecdde0787b1,DPT_038,2023-09-03,2527.67,ZAR,NET60,GOODS,15,,PK,2748,0.316,0,2082.3,0,NONE,,"{""reason"": ""NONE""}",15.0,2292.216976744186,-0.5716029465195922,0,0,0,Connecticut,155462729.73333225,,
INV_0213208,398f569b-465c-42cb-885e-b4894ac66780,DPT_038,2023-03-07,3147.14,ZAR,NET60,GOODS,18,,DK,1605,0.252,0,6770.92,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",15.0,8396.354210526317,-0.5013055163382796,0,1,0,Connecticut,155462729.73333225,,
INV_0016045,5bb5c40c-03cd-42e3-a1bd-db4106998731,DPT_034,2023-05-04,2448.61,ZAR,NET30,GOODS,14,,NO,2019,0.307,0,5196.34,0,NONE,,"{""reason"": ""NONE""}",9.0,5094.360625,-0.5805746720755265,0,0,0,Tennessee,279931198.2698545,,
INV_0153695,4ca9cf07-b1aa-4f6a-aa96-e1e27194eae2,DPT_030,2023-09-12,2238.13,ZAR,NET30,SERVICES,16,,PH,3155,0.329,0,4792.67,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",12.0,6250.508857142857,-0.6044599338389092,0,1,0,Wyoming,153509548.44925362,,
INV_0113346,d9f195d0-1482-4f53-8201-0c62f5f59b22,DPT_029,2023-03-31,3928.94,ZAR,NET30,SERVICES,6,,KZ,1315,0.209,0,3002.7,0,NONE,,"{""reason"": ""NONE""}",11.0,3815.1785294117644,-0.41258688441784724,0,0,0,Hawaii,174212213.28368965,,
INV_0044558,e9462820-6a80-4ac2-9a8c-f13c28ce231e,DPT_012,2023-08-05,3361.39,ZAR,NET30,GOODS,9,,IT,3766,0.861,0,4612.23,0,NONE,,"{""reason"": ""NONE""}",19.0,5848.881086956522,-0.4769924351295911,0,0,0,Connecticut,142923347.63187703,,
INV_0196927,f7dc67e0-3097-4b2b-86a0-2a9b65ec7acd,DPT_024,2023-09-29,118627.67,ZAR,NET90,SERVICES,23,,DJ,2442,0.186,1,40890.63,1,INFLATED,INFLATED;GHOST_SUPPLIER,"{""rules"": [""INFLATED"", ""GHOST_SUPPLIER""]}",11.0,48859.06848484848,12.60342028955382,0,0,0,Rhode Island,498951463.41568965,,
INV_0290558,ccc42903-8bcf-43a1-bc10-fa52bf5d2fdf,DPT_014,2023-04-25,3674.89,ZAR,NET60,SERVICES,16,data/v1/20251214_172643/images/INV_0290558.png,TV,1850,0.373,0,6561.66,0,NONE,,"{""reason"": ""NONE""}",9.0,6976.9235714285705,-0.44141646799342393,0,0,0,Texas,213889789.54939508,6151.5,0.0
INV_0191958,a723fb72-682b-463a-a86e-d390edd97a1a,DPT_026,2023-04-05,3022.61,ZAR,NET30,GOODS,16,,MU,151,0.387,0,2601.01,0,NONE,,"{""reason"": ""NONE""}",11.0,3015.5911764705884,-0.5154371756284452,0,0,0,New York,63687498.0357117,,
INV_0081042,dd58631b-0522-46b9-8366-663668d576b8,DPT_046,2023-03-17,3870.06,ZAR,NET30,SERVICES,9,,GM,3970,0.728,0,2757.81,0,NONE,,"{""reason"": ""NONE""}",13.0,3148.9815789473687,-0.41926858440182657,0,0,0,Mississippi,271866289.7393795,,
INV_0154723,78f2ce6b-d46b-415d-aada-79a34970ed9a,DPT_043,2023-08-19,1753.35,ZAR,NET30,GOODS,17,,IT,109,0.175,0,3498.4,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",8.0,4343.566756756757,-0.6594727483469511,0,1,0,Oregon,41657651.47833375,,
INV_0034392,5e659654-0e90-48b6-89a0-a0f673b0a091,DPT_032,2023-05-03,8781.52,ZAR,NET30,GOODS,6,data/v1/20251214_172643/images/INV_0034392.png,CD,4340,0.628,1,4360.4,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",11.0,5394.940571428571,0.13808369486643463,0,0,0,Arkansas,30056782.33772621,22776.13,0.0
INV_0044927,05628059-568c-469b-9064-005c3985c3cf,DPT_025,2023-06-03,1832.27,ZAR,NET90,GOODS,10,,GR,1661,0.292,0,2566.06,0,NONE,,"{""reason"": ""NONE""}",11.0,3358.9576923076925,-0.6505169099852723,0,0,0,North Carolina,21713503.886269618,,
INV_0065963,9dac6e83-4524-4ea6-a684-6099f7294951,DPT_044,2023-08-18,16267.01,ZAR,NET60,GOODS,14,,BZ,158,0.072,0,12916.61,0,NONE,,"{""reason"": ""NONE""}",16.0,12345.167741935482,0.9875367929146271,0,0,0,Tennessee,292357118.7866788,,
INV_0099756,d7f34368-c2ef-4ecb-bf5f-bf4fd4176230,DPT_045,2023-04-13,2501.28,ZAR,NET30,GOODS,3,,LU,3651,0.181,0,6327.27,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",14.0,8253.170833333334,-0.5745976826367324,0,1,1,Florida,46021400.39881262,,
INV_0256966,0b5cea6a-4135-4e8c-b0a9-00ad939b462d,DPT_040,2023-05-06,1969.05,ZAR,NET90,GOODS,3,data/v1/20251214_172643/images/INV_0256966.png,SD,1213,0.346,0,3443.71,0,NONE,,"{""reason"": ""NONE""}",10.0,3643.1675,-0.6349951211977604,0,0,1,Rhode Island,210207695.81482586,4334.29,0.0
INV_0127050,d7c4caed-47c4-4c51-8f9a-5f984d950273,DPT_039,2023-09-14,10089.72,ZAR,NET30,GOODS,18,,SZ,3909,0.294,1,5990.59,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",17.0,8247.328775510205,0.286538177187117,0,0,0,Louisiana,211828985.9007984,,
INV_0140861,20b71785-d02c-40c1-9417-0a17caaa5bbe,DPT_043,2023-01-28,14502.71,ZAR,NET30,SERVICES,22,data/v1/20251214_172643/images/INV_0140861.png,PL,1042,0.193,0,11084.25,0,NONE,,"{""reason"": ""NONE""}",9.0,9558.02,0.7873241013090775,0,0,0,Oregon,41657651.47833375,28969.09,0.0
INV_0045825,a7de02cc-dda4-44a7-8c3c-e284c7e53bbb,DPT_041,2023-01-22,9117.08,ZAR,NET30,SERVICES,21,,TZ,100,0.297,0,10974.24,0,NONE,,"{""reason"": ""NONE""}",9.0,12089.475555555555,0.17616302989741472,0,0,0,Connecticut,51190351.867643066,,
INV_0028615,ff02f5b0-57bd-46c9-a240-063bfed747be,DPT_022,2023-06-01,8113.1,ZAR,NET30,GOODS,3,,FJ,4074,0.148,0,15086.37,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",14.0,20278.317631578946,0.062231420693685355,0,1,1,New York,298621222.7947611,,
INV_0126085,ebd33927-5865-48e6-afc5-c20e4a636af5,DPT_003,2023-06-15,6163.31,ZAR,NET30,GOODS,8,,NO,2270,0.427,1,3322.98,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",13.0,3671.4865714285716,-0.15903066850066072,0,0,0,New York,420410228.3429599,,
INV_0221815,4c819260-79ec-433c-bc53-090ee1b41171,DPT_011,2023-04-12,7067.56,ZAR,NET30,SERVICES,18,,HT,136,0.324,0,3751.58,0,NONE,,"{""reason"": ""NONE""}",10.0,4903.614146341463,-0.05641641560471426,0,0,0,Michigan,446491326.2456061,,
INV_0015918,cb323e35-7922-4ac2-82dc-4c8e36b5229a,DPT_023,2023-09-18,2745.84,ZAR,NET30,SERVICES,16,,BA,4848,0.327,0,3825.85,0,NONE,,"{""reason"": ""NONE""}",10.0,3990.781395348837,-0.5468450238717529,0,0,0,Arkansas,471719619.69151163,,
INV_0198832,18c01e2b-f99f-4704-a0f0-156a1e6a6628,DPT_049,2023-09-29,6707.59,ZAR,NET60,GOODS,7,,BY,3707,0.307,0,6959.42,0,NONE,,"{""reason"": ""NONE""}",19.0,8487.787954545454,-0.0972657964340799,0,0,0,North Dakota,45958704.060773954,,
INV_0068860,49c13de7-3b42-46c5-885b-15fb4a8ff810,DPT_045,2023-09-04,4401.13,ZAR,NET30,SERVICES,17,,DJ,3905,0.311,0,4088.57,0,NONE,,"{""reason"": ""NONE""}",11.0,4439.586764705882,-0.35900278259320034,0,0,0,Florida,46021400.39881262,,
INV_0086463,4b356e9a-2e5e-4b6a-8ee9-581ae061f65f,DPT_004,2023-12-01,3487.79,ZAR,NET30,SERVICES,3,,ST,4976,0.442,0,8373.89,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",20.0,8800.025952380953,-0.4626485683161572,0,1,1,Louisiana,295635808.5560889,,
INV_0273630,02ead2df-7256-46e3-95f3-ad50e2fbb984,DPT_049,2023-10-06,5260.52,ZAR,NET60,GOODS,17,,PH,2675,0.355,0,6463.05,0,NONE,,"{""reason"": ""NONE""}",9.0,6624.845,-0.2614792406565153,0,0,0,North Dakota,45958704.060773954,,
INV_0251737,8e85140d-0f9a-4b70-8670-7cd64ceda164,DPT_042,2023-04-12,36698.53,ZAR,NET30,SERVICES,8,,UZ,56,0.178,0,8995.63,1,INFLATED,INFLATED,"{""rules"": [""INFLATED""]}",19.0,10444.89088235294,3.3061048441488965,0,0,0,Wyoming,296058218.29171246,,
INV_0299333,aab97e49-4f2d-4796-81d2-c7de4ce1eb90,DPT_010,2023-09-12,3044.34,ZAR,NET30,SERVICES,12,,CG,3136,0.557,0,2035.87,0,NONE,,"{""reason"": ""NONE""}",8.0,2628.1312500000004,-0.5129712561200913,0,0,0,Arizona,477880716.71451265,,
INV_0234507,f86b543a-e1b2-43cc-8f76-7343fcedf994,DPT_006,2023-12-17,12621.55,ZAR,NET90,SERVICES,6,,GT,1688,0.39,0,11400.06,0,NONE,,"{""reason"": ""NONE""}",20.0,13066.37739130435,0.5738501416986393,0,0,0,Texas,377137174.5502147,,
INV_0119276,e32f2e63-b7fd-4d71-a075-e9275110b492,DPT_034,2023-03-28,338.82,ZAR,NET60,GOODS,15,,GT,3629,0.675,0,1322.07,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",12.0,1458.6487096774194,-0.819993554704599,0,1,0,Tennessee,279931198.2698545,,
INV_0138066,2d7e4a45-2099-471f-8b65-7bccb0416f19,DPT_027,2023-07-22,2645.48,ZAR,NET30,SERVICES,8,,CG,1865,0.158,0,1128.42,0,NONE,,"{""reason"": ""NONE""}",9.0,1489.2759999999998,-0.5582338725536851,0,0,0,Maine,381793424.7985393,,
INV_0210659,c7468f59-1b49-4e15-a2ad-d909c521bf2d,DPT_031,2023-04-28,5077.68,ZAR,NET30,GOODS,0,,GR,3603,0.172,0,7114.03,0,NONE,,"{""reason"": ""NONE""}",8.0,9255.93925925926,-0.282227916354049,0,0,1,Arkansas,277767319.84191287,,
INV_0245994,fa323f69-90db-4ad6-94ce-26bec8cce2c2,DPT_048,2023-03-05,1038.31,ZAR,NET60,GOODS,4,,CU,2741,0.352,0,1284.87,0,NONE,,"{""reason"": ""NONE""}",8.0,1572.8770833333335,-0.7406154582067437,0,0,1,Nevada,147954148.85425425,,
INV_0124144,345512f7-01f7-47ec-8e06-30cd996d5c50,DPT_043,2023-10-14,911.43,ZAR,NET30,GOODS,7,,BW,1665,0.43,0,3975.25,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",18.0,5125.182285714285,-0.7550137954004819,0,1,0,Oregon,41657651.47833375,,
INV_0258374,c60ea4d5-0d04-4cb6-98cd-26555297e1ad,DPT_009,2023-12-04,1023.19,ZAR,NET60,SERVICES,11,data/v1/20251214_172643/images/INV_0258374.png,CV,3432,0.436,0,3112.17,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",13.0,4119.792619047619,-0.7423312751863255,0,1,0,Arizona,228260536.5655489,4225.99,0.0
